EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5358960,MONROE CO.,RENAULT,05/06/2003,1910,Tornado, ,F1,0,0,0,0,IL,CST, ,1152464,C,133,LSX,0,0,NWS STORM SURVEY, ,4,60,2,NE,2,NE,RENAULT,05/06/2003,1916,38.16667,-90.11667,38.2,-90.06667,"A tornado formed near the intersection of Carr and Faust in eastern Monroe County and caused damage along a 4 mile path northeast to Ames Road. Numerous trees were uprooted or snapped off near the ground, several grain silos were destroyed, a barn lost half of its roof, and a home suffered minor roof damage.","",139
5358961,RANDOLPH CO.,RED BUD,05/06/2003,1930,Tornado, ,F1,0,0,0,0,IL,CST, ,1152465,C,157,LSX,0,0,NWS STORM SURVEY, ,.5,60,5,SE,5,SE,RED BUD,05/06/2003,1931,38.16667,-89.91667,38.16667,-89.91667,"A small tornado caused damage over a half mile long track southeast of Red Bud. A home located just south of the intersection of Ritchfield and South Prairie Road sustained severe damage. Most of the roof was blown off and the west and south walls were severely damaged. A machine shed was destroyed and another moved off of its foundation. Several large trees in the area were snapped off near the ground.","",140
5359906,RANDOLPH CO.,WALSH,05/06/2003,1935,Tornado, ,F0,0,0,0,0,IL,CST, ,1152367,C,157,LSX,0,0,TRAINED SPOTTER, ,.1,25, , , , ,WALSH,05/06/2003,1935,38.08333,-89.85,38.08333,-89.85,"A storm spotter reported a brief tornado in an open field near Walsh.","",141
5351943,ALEXANDER CO.,MILLER CITY,05/06/2003,1957,Tornado, ,F0,0,0,0,0,IL,CST, ,1150514,C,3,PAH,0,0,LAW ENFORCEMENT, ,.3,30, , , , ,MILLER CITY,05/06/2003,1957,37.11667,-89.36667,37.11667,-89.36667,"The tornado produced some minor tree damage.","A severe thunderstorm produced damaging winds in Cairo that downed numerous trees.  Outside of Cairo, the storm produced a weak tornado and dime size hail.",142
5352326,PULASKI CO.,GRAND CHAIN,05/06/2003,2032,Tornado, ,F4,1,13,3500000,0,IL,CST, ,1150516,C,153,PAH,0,0,NWS STORM SURVEY, ,6,1000,1,W,1,W,GRAND CHAIN,05/06/2003,2040,37.23333,-88.93333,37.31667,-88.7,"This violent tornado began near Grand Chain and reached its maximum intensity of 210 MPH as it neared the Massac County line. A 53-year-old man was killed when the chimney of his house collapsed on him. The man, who was in his basement, was protecting his son by lying on top of him when the collapse occurred. The son received broken bones. Their house was impaled by some nearby large trees that prevented it from being swept farther away. Along the Pulaski County portion of the tornado path, six single family homes and ten mobile homes were destroyed. Another ten single family homes and a mobile home had major damage. A few dozen other residences received some type of minor damage. A few dozen outbuildings, two businesses, and a campground were destroyed or had major damage. Approximately 13 persons were injured, but only a few of those required hospitalization. All roads in the damage area were impassable due to large numbers of trees and building debris on them. Many of the tornado victims in this county had no insurance on their residences. The area of most intense destruction was along Tick Ridge Road, a state road that follows a ridge above the Ohio River.","The deadliest and most destructive storm of the night tracked within 10 miles of the Ohio River across extreme southern Illinois. The storm produced a 33-mile long tornado that killed two and injured about 33. A small but very damaging downburst occurred several miles  south of the tornado track.  A swath of large hail occurred north of the tornado track. Hailstones up to 2 inches in diameter were reported at and near the intersection of Highways 145 and 147, near the community of Glendale in Pope County.",143
5352429,MASSAC CO.,HILLERMAN,05/06/2003,2040,Tornado, ,F4,1,20,10000000,0,IL,CST, ,1150516,C,127,PAH,0,0,NWS STORM SURVEY, ,14,1000,2,W,2,W,HILLERMAN,05/06/2003,2114,37.3,-88.68333,37.38333,-88.48333,"The tornado was near its maximum F-4 intensity as it crossed the Pulaski County line into western Massac County near the community of Hillerman. Estimated winds of 210 MPH disintegrated mobile homes and levelled several modern frame homes. One frame house was swept clean off its foundation, with only the roof left intact in a creek about 200 yards away. Many vehicles were lifted, rolled, or thrown up to 100 yards or more. Numerous cases of missiling were observed, including glass embedded in trees. Tree destruction in forested areas was nearly complete, and a few trees were debarked. The only fatality in Massac County was a 65-year-old female who was killed when her mobile home disintegrated. The official cause of death was blunt trauma to the head. She was found in a water-filled ravine about 100 yards from the former site of her mobile home. The frame of the mobile home was wrapped around the trunks of two trees that were stripped of all their limbs. Most of the levelled frame homes were concentrated on Boaz Road and Rolling Hills Road, in or near Hillerman. After passing through Hillerman, the tornado overturned dozens of railroad cars of a train just west of the Mermet Lake Conservation Area, which is off U.S. Route 45. The Mermet Lake Conservation Area was extensively damaged. An estimated 300 acres of forest were destroyed, boat docks were destroyed, and bathing facilities were destroyed. Dozens of waterfowl were found dead. After destroying additional residences and high tension power lines, the tornado crossed Interstate 24 near mile marker 28, about a mile south of the New Columbia exit. Tractor-trailer rigs and a tour bus were overturned on the interstate, injuring the drivers. The interstate was closed due to grain bins, tree limbs, and some building debris on the highway. Additional residences were destroyed between the interstate and the Pope County line. The tornado crossed into Pope County near where Illinois Route 145 crosses the county line. In Massac County, a total of 15 single-family houses and 13 mobile homes were destroyed. About 20 other single-family houses and 15 mobile homes received major damage. Several dozen other residences had some type of minor damage. Numerous vehicles and farming implements were destroyed, including combines. About 20 persons were injured in Massac County, but only one or two were hospitalized in serious or critical condition. Most of the injuries involved lacerations, bruises, broken bones, and internal injuries. Near Hillerman, a deputy sheriff escaped unhurt after his patrol car was thrown about 50 yards and struck by a flying tree and telephone pole.","The deadliest and most destructive storm of the night tracked within 10 miles of the Ohio River across extreme southern Illinois. The storm produced a 33-mile long tornado that killed two and injured about 33. A small but very damaging downburst occurred several miles  south of the tornado track.  A swath of large hail occurred north of the tornado track. Hailstones up to 2 inches in diameter were reported at and near the intersection of Highways 145 and 147, near the community of Glendale in Pope County.",144
5352783,POPE CO.,TEMPLE HILL,05/06/2003,2114,Tornado, ,F3,0,0,2500000,0,IL,CST, ,1150516,C,151,PAH,0,0,NWS STORM SURVEY, ,13,600,3,W,3,W,TEMPLE HILL,05/06/2003,2142,37.25,-88.5,37.25,-88.5,"The tornado entered Pope County near where Illinois Route 145 crosses the Massac County line. The tornado passed near the communities of Temple Hill, Homberg, and Brownfield. In Pope County, three mobile homes and four permanent homes were destroyed, along with numerous barns and outbuildings. An additional nine single-family homes and two mobile homes received major damage. Dozens of other residences received minor to moderate damage. Some vehicles were rolled or moved. The tornado passed just west and northwest of Golconda before ending about a mile north of town. Just west of Golconda, the roof was blown off the county elementary school's gymnasium.  Despite the seven destroyed residences, not one injury was reported. The maximum intensity of the tornado was rated F-3 in Pope County, and F-4 in Massac and Pulaski Counties. The slightly lower intensity of the tornado, combined with the fact it narrowly missed the center of several Pope County communities, may partly explain the lack of injuries. When the tornado ended just north of Golconda, it had been on the ground for 33 miles and an hour and ten minutes. Where the track of the tornado ended near Golconda, the Ohio River and Kentucky state line were less than a mile away.","The deadliest and most destructive storm of the night tracked within 10 miles of the Ohio River across extreme southern Illinois. The storm produced a 33-mile long tornado that killed two and injured about 33. A small but very damaging downburst occurred several miles  south of the tornado track.  A swath of large hail occurred north of the tornado track. Hailstones up to 2 inches in diameter were reported at and near the intersection of Highways 145 and 147, near the community of Glendale in Pope County.",145
5352894,ALEXANDER CO.,WILLARD,05/06/2003,2127,Tornado, ,F2,0,1,300000,0,IL,CST, ,1150518,C,3,PAH,0,0,NWS STORM SURVEY, ,3,400,2,S,2,S,WILLARD,05/06/2003,2134,37.05,-89.35,37,-89.18333,"The tornado formed northwest of Cairo near the Mississippi River. Three tractor-trailer rigs were overturned on the Interstate 57 bridge over the Mississippi River. The tornado tracked through Cairo, damaging dozens of homes and several businesses. One single-family home was destroyed, injuring a child who was cut by flying debris. Of the damaged homes, about four sustained major damage, and the rest had mainly minor damage.","",146
5352581,JOHNSON CO.,CYPRESS,05/06/2003,2127,Tornado, ,F0,0,0,0,0,IL,CST, ,1150521,C,87,PAH,0,0,EMERGENCY MANAGER, ,.2,30,3,S,3,S,CYPRESS,05/06/2003,2127,37.31667,-89.01667,37.31667,-89.01667,"The tornado was reported at the community of Whitehill, near the intersection of Perk and Whitehill Roads. Tree damage and some downed trees were the main effect of this tornado.","",147
5352585,JOHNSON CO.,REEVESVILLE,05/06/2003,2147,Tornado, ,F0,0,0,0,0,IL,CST, ,1150521,C,87,PAH,0,0,NWS STORM SURVEY, ,.2,30,1,NNE,1,NNE,REEVESVILLE,05/06/2003,2147,37.36667,-88.71667,37.36667,-88.71667,"Tree damage and some downed trees were the main effect of this tornado.","",148
5352583,MASSAC CO.,SAMOTH,05/06/2003,2150,Tornado, ,F0,0,0,0,0,IL,CST, ,1150521,C,127,PAH,0,0,NWS STORM SURVEY, ,.2,30,1,E,1,E,SAMOTH,05/06/2003,2150,37.33333,-88.76667,37.33333,-88.76667,"Tree damage and some downed trees were the main effect of this tornado.","",149
5352786,MASSAC CO.,METROPOLIS,05/06/2003,2155,Tornado, ,F2,0,0,80000,0,IL,CST, ,1150516,C,127,PAH,0,0,NWS STORM SURVEY, ,4,50,8,NW,8,NW,METROPOLIS,05/06/2003,2202,37.31667,-88.93333,37.41667,-88.9,"The roofs of several houses were severely damaged or blown off. One business was destroyed. Several barns and outbuildings were destroyed. Numerous large trees were blown down, along with seven power poles.  Peak winds were estimated near 125 MPH. The damage path began due north of Metropolis and crossed Illinois Route 145 about 7 miles north-northeast of Metropolis. Route 145 and several smaller roads were closed due to large trees blown across them. This damage was located in nearly the exact location where damaging thunderstorm winds occurred about 48 hours earlier, on the evening of May 4.","The deadliest and most destructive storm of the night tracked within 10 miles of the Ohio River across extreme southern Illinois. The storm produced a 33-mile long tornado that killed two and injured about 33. A small but very damaging downburst occurred several miles  south of the tornado track.  A swath of large hail occurred north of the tornado track. Hailstones up to 2 inches in diameter were reported at and near the intersection of Highways 145 and 147, near the community of Glendale in Pope County.",150
5359909,MACOUPIN CO.,STAUNTON,05/08/2003,1400,Tornado, ,F0,0,0,0,0,IL,CST, ,1152385,C,117,LSX,0,0,GENERAL PUBLIC, ,.2,50,5,W,5,W,STAUNTON,05/08/2003,1401,39.01667,-89.88333,39.01667,-89.88333,"A local farmer reported that a brief tornado occurred in a field between Staunton and Bunker Hill.","",151
5356072,CLAY CO.,OSKALOOSA,05/08/2003,1615,Tornado, ,F0,0,0,0,0,IL,CST, ,1151454,C,25,ILX,0,0,EMERGENCY MANAGER, ,.1,10,2,SSE,2,SSE,OSKALOOSA,05/08/2003,1615,40.05,-88.73333,40.05,-88.73333,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",152
5355404,SANGAMON CO.,CHATHAM,05/09/2003,1840,Tornado, ,F0,0,0,0,0,IL,CST, ,1151455,C,167,ILX,0,0,NWS STORM SURVEY, ,.3,20,1,W,1,W,CHATHAM,05/09/2003,1840,39.66667,-89.71667,39.66667,-89.71667,"A tornado briefly touched down west of Chatham.  Several trees were blown down and a few homes sustained siding damage.  Also, an unoccupied semi was blown over.","",153
5355720,SANGAMON CO.,DIVERNON,05/10/2003,653,Tornado, ,F0,0,0,0,0,IL,CST, ,1151456,C,167,ILX,0,0,LAW ENFORCEMENT, ,.1,10,2,S,2,S,DIVERNON,05/10/2003,653, , , , ,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",154
5355721,SANGAMON CO.,DIVERNON,05/10/2003,655,Tornado, ,F0,0,0,0,0,IL,CST, ,1151456,C,167,ILX,0,0,EMERGENCY MANAGER, ,.2,20,1,E,1,E,DIVERNON,05/10/2003,655, , , , ,"A tornado briefly touched down.  It blew down several trees and destroyed a barn.","",155
5355796,SANGAMON CO.,AUBURN,05/10/2003,658,Tornado, ,F0,0,0,45000,0,IL,CST, ,1151456,C,167,ILX,0,0,EMERGENCY MANAGER, ,1,30,5,E,5,E,AUBURN,05/10/2003,700, , , , ,"A tornado touched down near the intersection of Illinois Route 104 and Interstate 55 east of Auburn.  It damaged several businesses, destroyed a couple of sheds and blew down numerous trees and power poles.  No injuries were reported.","",156
5355797,CHRISTIAN CO.,KINCAID,05/10/2003,708,Tornado, ,F0,0,0,0,0,IL,CST, ,1151456,C,21,ILX,0,0,EMERGENCY MANAGER, ,.3,20,1,W,1,W,KINCAID,05/10/2003,709, , , , ,"A tornado briefly touched down outside of town destroying a grain silo and blowing down several trees.  No injuries were reported.","",157
5354692,CUMBERLAND CO.,NEOGA,05/10/2003,845,Tornado, ,F0,0,0,0,0,IL,CST, ,1151456,C,35,ILX,0,0,GENERAL PUBLIC, ,.1,10,1,W,1,W,NEOGA,05/10/2003,845,39.38333,-88.96667,39.26667,-88.73333,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",158
5354687,EDGAR CO.,BELL RIDGE,05/10/2003,940,Tornado, ,F0,0,0,0,0,IL,CST, ,1151456,C,45,ILX,0,0,FIRE DEPT/RESCUE SQUAD, ,.1,10,5,SE,5,SE,BELL RIDGE,05/10/2003,940,39.56667,-89.65,39.56667,-89.65,"A tornado briefly touched down in a field.  No damage or injuries were reported.","",159
5354696,JASPER CO.,WHEELER,05/10/2003,1000,Tornado, ,F1,0,0,15000,0,IL,CST, ,1151456,C,79,ILX,0,0,EMERGENCY MANAGER, ,1.5,100,3,E,3,E,WHEELER,05/10/2003,1002,39.7,-89.11667,39.7,-89.11667,"A tornado briefly touched down damaging the roofs on two homes, blew down numerous trees and power lines and damaged a couple of sheds.  No injuries were reported.","",160
5358188,ADAMS CO.,MEYER,05/10/2003,1736,Tornado, ,F2,0,4,0,0,IL,CST, ,1152446,C,1,LSX,0,0,NWS STORM SURVEY, ,10,300,1,SSW,1,SSW,MEYER,05/10/2003,1749,40.13333,-91.5,40.21667,-91.35,"The tornado that hit Canton,  Missouri crossed the Mississippi River Lock and Dam 20 just southwest of Meyer. The tornado was weak, F0 in intensity,  as it moved east northeast across the Illinois flood plain  causing only sporadic tree damage. The tornado began to strengthen as it moved off the flood plain  and severely damaged a home and garage along County Road 603 about 1 mile southwest of Lima. The tornado reached its maximum strength just southwest of Lima where it caused major damage. The tornado cut a 200-300 yard wide path of damage across the north side of Lima. About 40-50 structures were damaged by the tornado. Several barns and similar type buildings were destroyed as were 2 mobile homes. One frame house lost its entire roof with several others suffering major roof damage. There were only 4 injuries as everyone took shelter in basements or interior rooms.","",161
5359416,HANCOCK CO.,TIOGA,05/10/2003,1749,Tornado, ,F2,0,0,400000,0,IL,CST, ,1153140,C,67,DVN,0,0,NWS STORM SURVEY, ,28.4,200,1,SE,1,SE,TIOGA,05/10/2003,1830,40.2,-91.33333,40.45,-90.91667,"","Tornado developed in Adams County (WFO LSX) and moved northeast, entering Hancock county 1.2 miles southeast of Tioga at 1749 CST.  The tornado moved in a northeast direction for 10.7 miles, passing 2.5 miles south of Basco where F2 damage was noted, and then turned slightly right.  The tornado continued northeast for 17.7 miles, passing 1.2 miles south of Bentley and exited into McDonough County 3.9 miles SE of Fountain Green at 1830 CST.  Most damage along the path in Hancock County was F0 and F1.  The tornado was on the ground for a total of 28.4 miles in Hancock County.",162
5358189,ADAMS CO.,LIBERTY,05/10/2003,1820,Tornado, ,F1,0,0,0,0,IL,CST, ,1152447,C,1,LSX,0,0,NWS STORM SURVEY, ,17.5,150,2,NNE,2,NNE,LIBERTY,05/10/2003,1850,39.9,-91.08333,40,-90.91667,"The supercell storm that spawned tornadoes in Monroe, and Marion Counties of Missouri spawned a third tornado in east-central Adams County,  Illinois. The tornado first formed approximately 2 miles north northeast of Liberty,  Illinois and traveled northeast into northwest Brown County Illinois. A number of barns, machine sheds and large trees were damaged or destroyed in the path of the tornado over east central Adams county. The width of the damage area varied from 75 to as much as 150 yards and was rated F0 intensity during the early part of the path and F1 over the final 4 miles in far eastern Adams County.","",163
5359417,MCDONOUGH CO.,TENNESSEE,05/10/2003,1830,Tornado, ,F1,0,0,400000,0,IL,CST, ,1153141,C,109,DVN,0,0,NWS STORM SURVEY, ,23,200,4,NW,4,NW,TENNESSEE,05/10/2003,1904,40.46667,-90.88333,40.61667,-90.65,"","Tornado developed in Adams County (WFO LSX) and moved northeast through Hancock County and entered McDonough County at 1830 CST 3.9 miles southeast of Fountain Green.  Tornado continued moving northeast passing 1.2 miles south of Sciota and 1.7 miles north of Good Hope.  At 2.4 miles north of Good Hope, the tornado began a gradual turn to the left and exited McDonough County into Warren County 5.6 miles NNE of Good Hope at 1904 CST.  Damage ranged from F0 to F1 and path length in McDonough County was 23.0 miles.",164
5358567,BROWN CO.,TIMEWELL,05/10/2003,1850,Tornado, ,F2,0,0,0,0,IL,CST, ,1152453,C,9,LSX,0,0,NWS STORM SURVEY, ,13,300,3,WSW,3,WSW,TIMEWELL,05/10/2003,1910,39.98333,-90.91667,40.08333,-90.71667,"The tornado that went across southeast Adams County entered Brown County about 750  pm  CDT southwest of Highway 24 and Timewell. Witnesses observed a multiple vortex tornado  that damaged one home, two out-buildings, several machine sheds, and several grain bins. Approximately three miles northeast of Timewell the tornado damaged another farmstead and numerous trees. Six machine sheds were destroyed while a home sustained damage to the roof and the west and south walls. A number of large trees in the vicinity of the farmstead were also damaged. Five miles northwest of Mount Sterling, several witnesses observed a multiple vortex pattern with several smaller tornadoes rotating around a larger tornado. The width of the damage area (mainly trees) varied from 50 to as large as 300 yards.  Numerous trees were snapped at the base of the tree and tossed northeastward. The damage intensity was estimated from F1 to the lower end of F2. The tornado continued to travel northeast crossing county road 1500 north (5 miles north-northwest of Mount Sterling). Several large trees were either snapped half-way or uprooted at this location. Damage path width ranged from 50 to as large as 100 yards while damage intensity was estimated at the lower end of F1. The tornado damage intensified a second time as the tornado moved across Illinois Highway 99, 7 miles north of Mount Sterling.  One old farm home and a large barn were completely destroyed with debris tossed 1/3 mile to the east.  A second farmstead 1/2 mile east experienced damage to several machine sheds, grain bins and a barn. The nearby home sustained little damage. Several large trees in the vicinity of the barn and machine sheds were uprooted or snapped near the base of the trunk. The width of the damage pattern over this area varied from 50 to 100 yards. Damage intensity ranged from F1 to lower end of F2. Many witnesses along the track of this tornado did not hear the classic "freight train" sound as heard in other cases.  Rather they heard a "swishing" type sound.  Additionally, many witnesses did not observe lightning or hear thunder as the tornado passed.  A special thanks to Mr. Brian Gallaher,  Chief of the Mount Sterling Fire Department for providing valuable information.","",165
5359418,WARREN CO.,YOUNGSTOWN,05/10/2003,1904,Tornado, ,F1,0,0,300000,0,IL,CST, ,1153142,C,187,DVN,0,0,NWS STORM SURVEY, ,7.8,200,2,SSW,2,SSW,YOUNGSTOWN,05/10/2003,1919,40.63333,-90.63333,40.73333,-90.56667,"","Tornado devleoped in Adams County (WFO LSX) and moved through Hancock and McDonough counties in a general northeast direction and entered Warren County 5.6 miles NNE of Good Hope at 1904 CST.  The tornado continued a gradual turn to the left (begun in McDonough County) passing 1.3 miles south and 0.9 miles east of Youngstown and dissipated 5 miles east of Roseville on or just south of highway 116.  Length of track in Warren County was 7.8 miles and damage along the path was mainly F0 with sporatic F1.",166
5354957,SCHUYLER CO.,RUSHVILLE,05/10/2003,1910,Tornado, ,F0,0,0,0,0,IL,CST, ,1151457,C,169,ILX,0,0,NWS STORM SURVEY, ,.3,10,8,WSW,8,WSW,RUSHVILLE,05/10/2003,1911,40.06667,-90.7,40.06667,-90.7,"A tornado crossed into Schuyler County from Brown County (WFO LSX County Warning Area). It was only on the ground for a short distance before it lifted and dissipated.  No damage or injuries were reported.","",167
5354787,SCHUYLER CO.,RUSHVILLE,05/10/2003,1914,Tornado, ,F2,0,0,0,0,IL,CST, ,1151457,C,169,ILX,0,0,EMERGENCY MANAGER, ,6,150,6,W,6,W,RUSHVILLE,05/10/2003,1920,40.11667,-90.66667,40.15,-90.58333,"A tornado touched down 5.5 miles west of Rushville.  It destroyed a house, as well as a barn.  The tornado traveled to the northeast blowing down numerous trees and power lines.  Also, numerous silos, barns and machine sheds were either damaged or destroyed.  The tornado lifted and dissipated 3 miles north northwest of Rushville.  No injuries were reported.","",168
5359424,MERCER CO.,NEW BOSTON,05/10/2003,1930,Tornado, ,F0,0,0,100000,0,IL,CST, ,1153148,C,131,DVN,0,0,TRAINED SPOTTER, ,8.3,100,3,NW,3,NW,NEW BOSTON,05/10/2003,1940,41.2,-91.03333,41.25,-90.91667,"","Moved northeast from 2.7 miles NW of New Boston to 3.7 miles NNW of Joy, passing 0.2 miles north of Mannon.  Tornado was originally observed as a funnel cloud in Louisa County Iowa northwest of Toolesboro and crossed the Mississippi River before touching down.  Length was 8.3 miles and rated F0.",169
5354788,FULTON CO.,IPAVA,05/10/2003,1932,Tornado, ,F1,0,0,0,0,IL,CST, ,1151457,C,57,ILX,0,0,NWS STORM SURVEY, ,3,400,2,SW,2,SW,IPAVA,05/10/2003,1935,40.33333,-90.35,40.36667,-90.3,"A tornado touched down 2 miles southwest of Ipava.  It traveled to the northeast and went through the middle of town, destroying the fire department as well as numerous trees, power lines, sheds and garages.  Numerous homes sustained roof damage and one home had major damage.  No injuries were reported.","",170
5359425,MERCER CO.,MILLERSBURG,05/10/2003,1945,Tornado, ,F0,0,0,100000,0,IL,CST, ,1153149,C,131,DVN,0,0,TRAINED SPOTTER, ,2.1,50,2,NNW,2,NNW,MILLERSBURG,05/10/2003,1950,41.26667,-90.83333,41.26667,-90.76667,"","Moved east from 2.2 NNW of MIllersburg to 3.2 miles NE of Millersburg.  Length was 2.1 miles and rated F0.",171
5354789,FULTON CO.,ASTORIA,05/10/2003,1947,Tornado, ,F1,0,0,0,0,IL,CST, ,1151457,C,57,ILX,0,0,NWS STORM SURVEY, ,2.7,100,1,S,1,S,ASTORIA,05/10/2003,1950,40.23333,-90.35,40.25,-90.3,"A tornado touched down half a mile south of town then traveled east northeast.  It destroyed several sheds and damaged a business.  Numerous trees, tree limbs, power lines and power poles were blown down.  No injuries were reported.","",172
5359426,MERCER CO.,ALEDO,05/10/2003,1955,Tornado, ,F0,0,0,50000,0,IL,CST, ,1153150,C,131,DVN,0,0,TRAINED SPOTTER, ,3.8,50,7,NNE,7,NNE,ALEDO,05/10/2003,2001,41.3,-90.7,41.33333,-90.63333,"","Moved ENE from 7.4 miles NNE of Aledo to 2.9 miles WNW of Preemption.  This area is immediately south of Reynolds, Illinois.  Length was 3.8 miles and rated F0.",173
5359427,HENRY CO.,GALVA,05/10/2003,1955,Tornado, ,F0,0,0,400000,0,IL,CST, ,1153151,C,73,DVN,0,0,TRAINED SPOTTER, ,9.8,100,1,E,1,E,GALVA,05/10/2003,2010,41.16667,-90.03333,41.25,-89.88333,"","Developed 1 mile East of Galva and moved northeast, passing 0.25 miles SE of Kewanee.  Tornado continued northeast and exited into Bureau County 2.8 miles ENE of Kewanee at 2010 CST.  Path length was 9.8 miles and rated F0.",174
5359428,BUREAU CO.,NEPONSET,05/10/2003,2010,Tornado, ,F0,0,0,250000,0,IL,CST, ,1153152,C,11,DVN,0,0,TRAINED SPOTTER, ,15.7,100,5,SW,5,SW,NEPONSET,05/10/2003,2032,41.25,-89.86667,41.4,-89.61667,"","Tornado developed in Henry County 1 mile East of Galva and moved NE entering Bureau County 4.8 miles SW of Neponset at 2010 CST.  Tornado continued NE, passing 1.1 miles S of Neponset and 0.8 miles N of Buda.  Tornado turned slightly to the left and continued NE, dissipating 2.5 miles NW of Wyanet.  Path length was 15.7 miles and rated F0.",175
5354870,MASON CO.,HAVANA,05/10/2003,2012,Tornado, ,F1,0,0,0,0,IL,CST, ,1151457,C,125,ILX,0,0,NWS STORM SURVEY, ,8,150,2,NNE,2,NNE,HAVANA,05/10/2003,2020,40.33333,-90.05,40.36667,-89.9,"A tornado touched down in the Quiver Beach area.  It destroyed a travel trailer and a garage.  As the tornado traveled to the northeast it blew down numerous trees and power lines before lifting and dissipating.  No injuries were reported.","",176
5354871,MASON CO.,MANITO,05/10/2003,2033,Tornado, ,F2,0,1,0,0,IL,CST, ,1151457,C,125,ILX,0,0,NWS STORM SURVEY, ,2.5,100,2,SW,2,SW,MANITO,05/10/2003,2036,40.4,-89.8,40.41667,-89.75,"A tornado touched down just southwest of Manito.  As it traveled to the northeast it destroyed 4 homes, as well as power lines and trees.  Twenty-four homes sustained minor to major damage.  One elderly woman sustained minor injuries, a cut on her arm and bruises, while taking shelter in her walk-in pantry.  No other injuries were reported.","",177
5354872,MASON CO.,MANITO,05/10/2003,2038,Tornado, ,F1,0,0,0,0,IL,CST, ,1151457,C,125,ILX,0,0,NWS STORM SURVEY, ,2,100,1,E,1,E,MANITO,05/10/2003,2042,40.41667,-89.75,40.43333,-89.71667,"A tornado touched down east of Manito.  It destroyed several barns, sheds and a garage.  A couple of homes had minor damage.  Also, numerous trees, power lines and power poles were blown down.  No injuries were reported.","",178
5354873,TAZEWELL CO.,SOUTH PEKIN,05/10/2003,2045,Tornado, ,F3,0,32,10000000,0,IL,CST, ,1151457,C,179,ILX,0,0,NWS STORM SURVEY, ,17.5,440,3,SW,3,SW,SOUTH PEKIN,05/10/2003,2116,40.46667,-89.68333,40.65,-89.45,"This long track tornado first touched down 3 miles southwest of South Pekin and traveled to the northeast. It destroyed several homes before reaching the eastern sections of South Pekin where it intensified to F3 strength.  The tornado destroyed 50 homes, caused minor to major damage on an additional 80 homes before exiting the town.  As the tornado approached Morton, it weakened briefly but quickly intensified again as it crossed the intersection of I-74 and I-155.  When it crossed the highways, 8 vehicles were damaged and one injury was sustained when a car was overturned by the tornado as it crossed I-74.  It destroyed several three story apartment buildings and severely damaged several others in the complex.  A couple of businesses in the area were destroyed as well.  It then moved through several subdivisions, damaging over 100 homes, some severely.  The tornado eventually weakened and lifted 2.5 miles north of Morton.  In all, 32 people were injured by the tornado, three seriously, but they have since recovered.","",179
5359429,BUREAU CO.,ZEARING,05/10/2003,2058,Tornado, ,F0,0,0,50000,0,IL,CST, ,1153153,C,11,DVN,0,0,TRAINED SPOTTER, ,4.1,50,5,NW,5,NW,ZEARING,05/10/2003,2103,41.5,-89.38333,41.51667,-89.28333,"","Developed 2.2 miles NW of Zearing and moved NE until dissipating 1.2 miles S of La Moille.  Length 4.1 miles and was rated F0.",180
5354874,TAZEWELL CO.,MORTON,05/10/2003,2116,Tornado, ,F1,0,0,0,0,IL,CST, ,1151457,C,179,ILX,0,0,NWS STORM SURVEY, ,1.5,100,3,N,3,N,MORTON,05/10/2003,2118,40.66667,-89.45,40.66667,-89.41667,"After the long track tornado dissipated, another tornado formed 3 miles north of Morton and traveled to the northeast.  Three homes sustained major damage as well as a business.  No injuries were reported.","",181
5354875,TAZEWELL CO.,WASHINGTON,05/10/2003,2118,Tornado, ,F0,0,0,0,0,IL,CST, ,1151457,C,179,ILX,0,0,NWS STORM SURVEY, ,2,100,3,SE,3,SE,WASHINGTON,05/10/2003,2121,40.66667,-89.36667,40.7,-89.31667,"A tornado first touched down in Tazewell County 3 miles southeast of Washington.  It damaged a couple of homes and businesses, as well as blowing down numerous trees, power poles and power lines.  The tornado then moved into Woodford County where it increased in intensity.  No injuries were reported.","",182
