city_ascii,state_id,City,lat,lng
Irrigon,OR,"Irrigon, OR",45.8958,-119.4883
Irvine,CA,"Irvine, CA",33.6772,-117.7738
Irvine,KY,"Irvine, KY",37.6964,-83.9678
Irving,TX,"Irving, TX",32.8583,-96.9702
Irving,IL,"Irving, IL",39.2055,-89.4052
Irvington,NY,"Irvington, NY",41.0349,-73.866
Irvington,KY,"Irvington, KY",37.8779,-86.2848
Irvington,IL,"Irvington, IL",38.4386,-89.1602
Irvington,VA,"Irvington, VA",37.6621,-76.4205
Irvington,IA,"Irvington, IA",43.0129,-94.1957
Irvona,PA,"Irvona, PA",40.7737,-78.5501
Irwin,PA,"Irwin, PA",40.325,-79.6996
Irwin,SC,"Irwin, SC",34.6942,-80.8197
Irwin,IA,"Irwin, IA",41.7901,-95.2068
Irwin,ID,"Irwin, ID",43.3965,-111.2721
Irwin,IL,"Irwin, IL",41.0534,-87.9842
Irwin,MO,"Irwin, MO",37.5884,-94.287
Irwindale,CA,"Irwindale, CA",34.1121,-117.9636
Irwinton,GA,"Irwinton, GA",32.8107,-83.1737
Isabel,SD,"Isabel, SD",45.3939,-101.4325
Isabel,KS,"Isabel, KS",37.4672,-98.5515
Isabela,PR,"Isabela, PR",18.4991,-67.022
Isabella,OK,"Isabella, OK",36.2354,-98.3354
Isanti,MN,"Isanti, MN",45.4925,-93.2408
Iselin,NJ,"Iselin, NJ",40.5697,-74.3172
Ishpeming,MI,"Ishpeming, MI",46.4862,-87.6658
Isla Vista,CA,"Isla Vista, CA",34.4128,-119.8614
"Islamorada, Village of Islands",FL,"Islamorada, Village of Islands, FL",24.9407,-80.6098
Island,KY,"Island, KY",37.4432,-87.1473
Island City,OR,"Island City, OR",45.3358,-118.0492
Island Falls,ME,"Island Falls, ME",46.0081,-68.2648
Island Heights,NJ,"Island Heights, NJ",39.9424,-74.1454
Island Lake,IL,"Island Lake, IL",42.2782,-88.1999
Island Park,NY,"Island Park, NY",40.6051,-73.6553
Island Park,ID,"Island Park, ID",44.5281,-111.3591
Island Pond,VT,"Island Pond, VT",44.8125,-71.8862
Island Walk,FL,"Island Walk, FL",26.251,-81.711
Islandia,NY,"Islandia, NY",40.8069,-73.1711
Islandton,SC,"Islandton, SC",32.9093,-80.9359
Isle,MN,"Isle, MN",46.1389,-93.4592
Isle of Hope,GA,"Isle of Hope, GA",31.9848,-81.0532
Isle of Palms,SC,"Isle of Palms, SC",32.8043,-79.7552
Isleta,NM,"Isleta, NM",34.9042,-106.6992
Isleta Comunidad,PR,"Isleta Comunidad, PR",18.3767,-67.1123
Isleton,CA,"Isleton, CA",38.1617,-121.6051
Islip Terrace,NY,"Islip Terrace, NY",40.7503,-73.1869
Ismay,MT,"Ismay, MT",46.5002,-104.7929
Isola,MS,"Isola, MS",33.2634,-90.5923
Issaquah,WA,"Issaquah, WA",47.5439,-122.0471
Istachatta,FL,"Istachatta, FL",28.6634,-82.2726
Italy,TX,"Italy, TX",32.1857,-96.8867
Itasca,IL,"Itasca, IL",41.9772,-88.0183
Itasca,TX,"Itasca, TX",32.1586,-97.1478
Ithaca,NY,"Ithaca, NY",42.4442,-76.5032
Ithaca,MI,"Ithaca, MI",43.2911,-84.5956
Ithaca,NE,"Ithaca, NE",41.1594,-96.5394
Ithaca,OH,"Ithaca, OH",39.9378,-84.5533
Itmann,WV,"Itmann, WV",37.5734,-81.4146
Itta Bena,MS,"Itta Bena, MS",33.5003,-90.3256
Iuka,MS,"Iuka, MS",34.8077,-88.1978
Iuka,IL,"Iuka, IL",38.6181,-88.7881
Iuka,KS,"Iuka, KS",37.729,-98.7327
Iva,SC,"Iva, SC",34.3071,-82.6636
Ivalee,AL,"Ivalee, AL",34.0372,-86.1472
Ivan,AR,"Ivan, AR",33.9019,-92.4332
Ivanhoe,CA,"Ivanhoe, CA",36.3834,-119.22
Ivanhoe,TX,"Ivanhoe, TX",30.6799,-94.4154
Ivanhoe,VA,"Ivanhoe, VA",36.8428,-80.9683
Ivanhoe,MN,"Ivanhoe, MN",44.4655,-96.2508
Ivanhoe,NC,"Ivanhoe, NC",34.587,-78.2447
Ivanof Bay,AK,"Ivanof Bay, AK",55.9183,-159.4933
Ives Estates,FL,"Ives Estates, FL",25.9632,-80.183
Ivesdale,IL,"Ivesdale, IL",39.9458,-88.4558
Ivey,GA,"Ivey, GA",32.9092,-83.2983
Ivins,UT,"Ivins, UT",37.1742,-113.6809
Ivor,VA,"Ivor, VA",36.9052,-76.8978
Ivy,VA,"Ivy, VA",38.0611,-78.5987
Ivyland,PA,"Ivyland, PA",40.2083,-75.0733
IXL,OK,"IXL, OK",35.5227,-96.3882
Ixonia,WI,"Ixonia, WI",43.1396,-88.5963
Iyanbito,NM,"Iyanbito, NM",35.516,-108.4878
J.F. Villareal,TX,"J.F. Villareal, TX",26.4199,-98.9788
JAARS,NC,"JAARS, NC",34.8623,-80.7489
Jacinto,MS,"Jacinto, MS",34.7622,-88.4276
Jacinto City,TX,"Jacinto City, TX",29.7663,-95.241
Jackpot,NV,"Jackpot, NV",41.9797,-114.6645
Jacks Creek,TN,"Jacks Creek, TN",35.4691,-88.5146
Jacksboro,TX,"Jacksboro, TX",33.2256,-98.1594
Jacksboro,TN,"Jacksboro, TN",36.3351,-84.1928
Jackson,MS,"Jackson, MS",32.3157,-90.2125
Jackson,MI,"Jackson, MI",42.2431,-84.4038
Jackson,TN,"Jackson, TN",35.6538,-88.8354
Jackson,MO,"Jackson, MO",37.3792,-89.6522
Jackson,WY,"Jackson, WY",43.472,-110.7746
Jackson,WI,"Jackson, WI",43.3233,-88.1666
Jackson,OH,"Jackson, OH",39.0448,-82.6458
Jackson,GA,"Jackson, GA",33.292,-83.9679
Jackson,CA,"Jackson, CA",38.3485,-120.7728
Jackson,AL,"Jackson, AL",31.5318,-87.8915
Jackson,LA,"Jackson, LA",30.8346,-91.208
Jackson,MN,"Jackson, MN",43.6265,-94.9891
Jackson,KY,"Jackson, KY",37.5589,-83.3783
Jackson,SC,"Jackson, SC",33.3283,-81.7925
Jackson,NC,"Jackson, NC",36.3901,-77.4193
Jackson,NE,"Jackson, NE",42.4507,-96.5787
Jackson,MT,"Jackson, MT",45.3679,-113.4097
Jackson Center,OH,"Jackson Center, OH",40.4385,-84.0413
Jackson Center,PA,"Jackson Center, PA",41.2731,-80.1397
Jackson Heights,NC,"Jackson Heights, NC",35.2236,-77.6333
Jackson Junction,IA,"Jackson Junction, IA",43.1014,-92.0462
Jackson Lake,CO,"Jackson Lake, CO",40.3758,-104.0712
Jackson Springs,NC,"Jackson Springs, NC",35.2127,-79.6297
Jacksonboro,SC,"Jacksonboro, SC",32.7718,-80.4768
Jacksonburg,WV,"Jacksonburg, WV",39.5304,-80.6404
Jacksonburg,OH,"Jacksonburg, OH",39.5384,-84.5032
Jacksonport,AR,"Jacksonport, AR",35.6422,-91.308
Jacksons' Gap,AL,"Jacksons' Gap, AL",32.8831,-85.8151
Jacksontown,OH,"Jacksontown, OH",39.9606,-82.4129
Jacksonville,FL,"Jacksonville, FL",30.3322,-81.6749
Jacksonville,NC,"Jacksonville, NC",34.7289,-77.3941
Jacksonville,AR,"Jacksonville, AR",34.8807,-92.1304
Jacksonville,IL,"Jacksonville, IL",39.7292,-90.2317
Jacksonville,TX,"Jacksonville, TX",31.9642,-95.2617
Jacksonville,AL,"Jacksonville, AL",33.8088,-85.7545
Jacksonville,OR,"Jacksonville, OR",42.3127,-122.9692
Jacksonville,PA,"Jacksonville, PA",40.5615,-79.2997
Jacksonville,NY,"Jacksonville, NY",42.5088,-76.6167
Jacksonville,OH,"Jacksonville, OH",39.4761,-82.0796
Jacksonville,VT,"Jacksonville, VT",42.7976,-72.8192
Jacksonville,GA,"Jacksonville, GA",31.8125,-82.979
Jacksonville,MO,"Jacksonville, MO",39.5877,-92.4728
Jacksonville,IA,"Jacksonville, IA",41.6452,-95.1515
Jacksonville Beach,FL,"Jacksonville Beach, FL",30.2782,-81.4045
Jacksonwald,PA,"Jacksonwald, PA",40.3279,-75.8414
Jacob City,FL,"Jacob City, FL",30.8925,-85.4108
Jacobus,PA,"Jacobus, PA",39.8825,-76.7121
Jacona,NM,"Jacona, NM",35.8887,-106.0386
Jaconita,NM,"Jaconita, NM",35.8857,-106.0611
Jacumba,CA,"Jacumba, CA",32.6278,-116.1826
Jagual,PR,"Jagual, PR",18.161,-65.9993
Jaguas,PR,"Jaguas, PR",18.3074,-66.4777
Jakes Corner,AZ,"Jakes Corner, AZ",34.0083,-111.3203
Jakin,GA,"Jakin, GA",31.0901,-84.9822
Jal,NM,"Jal, NM",32.1148,-103.19
Jalapa,IN,"Jalapa, IN",40.6263,-85.7464
Jamaica,IA,"Jamaica, IA",41.8454,-94.307
Jamaica,VT,"Jamaica, VT",43.0975,-72.7784
Jamaica Beach,TX,"Jamaica Beach, TX",29.1904,-94.98
James City,NC,"James City, NC",35.0592,-77.02
James City,PA,"James City, PA",41.6181,-78.8442
James Island,SC,"James Island, SC",32.7353,-79.9394
James Town,WY,"James Town, WY",41.5648,-109.5383
Jamesburg,NJ,"Jamesburg, NJ",40.3493,-74.4399
Jameson,MO,"Jameson, MO",40.006,-93.9878
Jamesport,NY,"Jamesport, NY",40.9546,-72.5807
Jamesport,MO,"Jamesport, MO",39.9749,-93.8029
Jamestown,NY,"Jamestown, NY",42.0976,-79.2367
Jamestown,ND,"Jamestown, ND",46.9063,-98.6937
Jamestown,NC,"Jamestown, NC",35.9984,-79.9348
Jamestown,CA,"Jamestown, CA",37.9574,-120.411
Jamestown,KY,"Jamestown, KY",36.9893,-85.0662
Jamestown,OH,"Jamestown, OH",39.6599,-83.7424
Jamestown,TN,"Jamestown, TN",36.4319,-84.9341
Jamestown,IN,"Jamestown, IN",39.9286,-86.626
Jamestown,PA,"Jamestown, PA",41.4843,-80.437
Jamestown,WA,"Jamestown, WA",48.1229,-123.0911
Jamestown,MO,"Jamestown, MO",38.7667,-92.4802
Jamestown,CO,"Jamestown, CO",40.118,-105.3914
Jamestown,NM,"Jamestown, NM",35.4692,-108.4396
Jamestown,KS,"Jamestown, KS",39.5996,-97.8613
Jamestown,LA,"Jamestown, LA",32.3397,-93.2065
Jamestown,SC,"Jamestown, SC",33.2858,-79.6945
Jamestown West,NY,"Jamestown West, NY",42.0885,-79.281
Jamesville,NC,"Jamesville, NC",35.8122,-76.9002
Jamesville Colony,SD,"Jamesville Colony, SD",43.1015,-97.4818
Jamison City,PA,"Jamison City, PA",41.2982,-76.3691
Jamul,CA,"Jamul, CA",32.7184,-116.8709
Jan Phyl Village,FL,"Jan Phyl Village, FL",28.0201,-81.7933
Jane,MO,"Jane, MO",36.5403,-94.3078
Jane Lew,WV,"Jane Lew, WV",39.11,-80.4085
Janesville,WI,"Janesville, WI",42.6854,-89.0135
Janesville,CA,"Janesville, CA",40.2993,-120.5024
Janesville,MN,"Janesville, MN",44.1198,-93.7096
Janesville,IA,"Janesville, IA",42.6462,-92.4626
Janesville,IL,"Janesville, IL",39.3753,-88.2449
Jansen,CO,"Jansen, CO",37.1581,-104.5501
Jansen,NE,"Jansen, NE",40.1839,-97.0848
Jarales,NM,"Jarales, NM",34.6147,-106.7631
Jardin de San Julian,TX,"Jardin de San Julian, TX",26.5254,-99.0999
Jardine,MT,"Jardine, MT",45.0565,-110.6186
Jarratt,VA,"Jarratt, VA",36.816,-77.4689
Jarrell,TX,"Jarrell, TX",30.8103,-97.6144
Jarrettsville,MD,"Jarrettsville, MD",39.6031,-76.4752
Jasmine Estates,FL,"Jasmine Estates, FL",28.293,-82.6907
Jasonville,IN,"Jasonville, IN",39.1622,-87.1998
Jasper,IN,"Jasper, IN",38.3933,-86.9402
Jasper,AL,"Jasper, AL",33.8508,-87.271
Jasper,TX,"Jasper, TX",30.9221,-93.9947
Jasper,FL,"Jasper, FL",30.5061,-82.954
Jasper,GA,"Jasper, GA",34.471,-84.4497
Jasper,TN,"Jasper, TN",35.0663,-85.6227
Jasper,MO,"Jasper, MO",37.3354,-94.3023
Jasper,AR,"Jasper, AR",36.0124,-93.1874
Jasper,MN,"Jasper, MN",43.8491,-96.3999
Jasper,OR,"Jasper, OR",43.9892,-122.91
Jasper,MI,"Jasper, MI",41.7859,-84.0403
Jauca,PR,"Jauca, PR",17.9638,-66.3673
Java,SD,"Java, SD",45.5038,-99.8839
Jay,OK,"Jay, OK",36.4271,-94.7956
Jay,FL,"Jay, FL",30.9504,-87.1523
Jayton,TX,"Jayton, TX",33.2502,-100.5748
Jayuya,PR,"Jayuya, PR",18.2199,-66.5984
Jean Lafitte,LA,"Jean Lafitte, LA",29.7495,-90.1036
Jeanerette,LA,"Jeanerette, LA",29.9157,-91.6758
Jeannette,PA,"Jeannette, PA",40.3277,-79.6139
Jeddito,AZ,"Jeddito, AZ",35.7697,-110.1305
Jeddo,PA,"Jeddo, PA",40.9903,-75.8958
Jeff,KY,"Jeff, KY",37.2094,-83.1394
Jeffers,MN,"Jeffers, MN",44.0559,-95.1953
Jeffers,MT,"Jeffers, MT",45.3481,-111.7037
Jeffers Gardens,OR,"Jeffers Gardens, OR",46.1518,-123.852
Jefferson,GA,"Jefferson, GA",34.1373,-83.6021
Jefferson,LA,"Jefferson, LA",29.9609,-90.1554
Jefferson,WI,"Jefferson, WI",43.0044,-88.8084
Jefferson,IA,"Jefferson, IA",42.0173,-94.3799
Jefferson,OH,"Jefferson, OH",41.7384,-80.7689
Jefferson,OR,"Jefferson, OR",44.7171,-123.0068
Jefferson,MD,"Jefferson, MD",39.3653,-77.5406
Jefferson,TX,"Jefferson, TX",32.7634,-94.3512
Jefferson,NC,"Jefferson, NC",36.4209,-81.4686
Jefferson,SC,"Jefferson, SC",34.6512,-80.3866
Jefferson,SD,"Jefferson, SD",42.6043,-96.5661
Jefferson,WV,"Jefferson, WV",38.3702,-81.771
Jefferson,PA,"Jefferson, PA",39.8156,-76.841
Jefferson,PA,"Jefferson, PA",39.9304,-80.0577
Jefferson,NY,"Jefferson, NY",42.4813,-74.6062
Jefferson,OK,"Jefferson, OK",36.7203,-97.7909
Jefferson City,MO,"Jefferson City, MO",38.5676,-92.1759
Jefferson City,TN,"Jefferson City, TN",36.1201,-83.4829
Jefferson City,MT,"Jefferson City, MT",46.3779,-112.0305
Jefferson Heights,NY,"Jefferson Heights, NY",42.2361,-73.8822
Jefferson Hills,PA,"Jefferson Hills, PA",40.2926,-79.9329
Jefferson Valley-Yorktown,NY,"Jefferson Valley-Yorktown, NY",41.318,-73.8008
Jeffersontown,KY,"Jeffersontown, KY",38.2049,-85.5701
Jeffersonville,IN,"Jeffersonville, IN",38.3376,-85.7026
Jeffersonville,KY,"Jeffersonville, KY",37.966,-83.8319
Jeffersonville,OH,"Jeffersonville, OH",39.6522,-83.555
Jeffersonville,GA,"Jeffersonville, GA",32.6863,-83.3433
Jeffersonville,VT,"Jeffersonville, VT",44.6427,-72.8282
Jeffersonville,NY,"Jeffersonville, NY",41.7799,-74.9298
Jeffersonville,IL,"Jeffersonville, IL",38.4425,-88.404
Jeffrey City,WY,"Jeffrey City, WY",42.4809,-107.8256
Jeisyville,IL,"Jeisyville, IL",39.5792,-89.408
Jekyll Island,GA,"Jekyll Island, GA",31.0732,-81.4206
Jellico,TN,"Jellico, TN",36.5651,-84.1355
Jemez Pueblo,NM,"Jemez Pueblo, NM",35.6066,-106.7333
Jemez Springs,NM,"Jemez Springs, NM",35.7732,-106.6909
Jemison,AL,"Jemison, AL",32.9696,-86.7339
Jena,LA,"Jena, LA",31.6914,-92.1298
Jenera,OH,"Jenera, OH",40.8995,-83.727
Jenison,MI,"Jenison, MI",42.9063,-85.8269
Jenkins,KY,"Jenkins, KY",37.1826,-82.631
Jenkins,MN,"Jenkins, MN",46.6528,-94.3298
Jenkinsburg,GA,"Jenkinsburg, GA",33.3224,-84.0389
Jenkinsville,SC,"Jenkinsville, SC",34.3129,-81.2874
Jenkintown,PA,"Jenkintown, PA",40.0962,-75.1296
Jenks,OK,"Jenks, OK",35.9981,-95.9736
Jenner,CA,"Jenner, CA",38.451,-123.1203
Jennerstown,PA,"Jennerstown, PA",40.1635,-79.061
Jennette,AR,"Jennette, AR",35.1639,-90.4092
Jennings,MO,"Jennings, MO",38.7231,-90.2644
Jennings,LA,"Jennings, LA",30.2233,-92.6582
Jennings,FL,"Jennings, FL",30.5968,-83.107
Jennings,MI,"Jennings, MI",44.3325,-85.2969
Jennings,OK,"Jennings, OK",36.1823,-96.5692
Jennings,MD,"Jennings, MD",39.6487,-79.1835
Jennings,KS,"Jennings, KS",39.6806,-100.2933
Jennings Lodge,OR,"Jennings Lodge, OR",45.3927,-122.6152
Jensen,UT,"Jensen, UT",40.3695,-109.3555
Jensen Beach,FL,"Jensen Beach, FL",27.2437,-80.2423
Jericho,NY,"Jericho, NY",40.7875,-73.5416
Jericho,AR,"Jericho, AR",35.2876,-90.2305
Jerico Springs,MO,"Jerico Springs, MO",37.6194,-94.0114
Jermyn,PA,"Jermyn, PA",41.5273,-75.5454
Jerome,ID,"Jerome, ID",42.7179,-114.5159
Jerome,IL,"Jerome, IL",39.7677,-89.6785
Jerome,PA,"Jerome, PA",40.2136,-78.9809
Jerome,AZ,"Jerome, AZ",34.7471,-112.1076
Jerome,AR,"Jerome, AR",33.3988,-91.4697
Jeromesville,OH,"Jeromesville, OH",40.8039,-82.1963
Jerry City,OH,"Jerry City, OH",41.2537,-83.6023
Jersey,OH,"Jersey, OH",40.0557,-82.7227
Jersey,GA,"Jersey, GA",33.7177,-83.8
Jersey City,NJ,"Jersey City, NJ",40.7184,-74.0686
Jersey Shore,PA,"Jersey Shore, PA",41.2012,-77.2666
Jersey Village,TX,"Jersey Village, TX",29.8903,-95.5721
Jerseytown,PA,"Jerseytown, PA",41.0889,-76.5804
Jerseyville,IL,"Jerseyville, IL",39.1176,-90.327
Jerusalem,OH,"Jerusalem, OH",39.8519,-81.096
Jerusalem,AR,"Jerusalem, AR",35.4073,-92.8175
Jessie,ND,"Jessie, ND",47.5402,-98.2291
Jessup,MD,"Jessup, MD",39.1488,-76.7772
Jessup,PA,"Jessup, PA",41.4622,-75.5478
Jesterville,MD,"Jesterville, MD",38.2897,-75.8928
Jesup,GA,"Jesup, GA",31.5992,-81.8895
Jesup,IA,"Jesup, IA",42.4746,-92.0657
Jet,OK,"Jet, OK",36.6665,-98.1815
Jetmore,KS,"Jetmore, KS",38.0301,-99.9098
Jette,MT,"Jette, MT",47.7169,-114.1905
Jewell,KS,"Jewell, KS",39.6715,-98.1525
Jewell Ridge,VA,"Jewell Ridge, VA",37.1857,-81.7874
Jewett,TX,"Jewett, TX",31.3627,-96.1455
Jewett,OH,"Jewett, OH",40.3681,-81.0031
Jewett,IL,"Jewett, IL",39.2077,-88.2431
Jewett City,CT,"Jewett City, CT",41.607,-71.9806
Jim Falls,WI,"Jim Falls, WI",45.0472,-91.2712
Jim Thorpe,PA,"Jim Thorpe, PA",40.8712,-75.7433
Joanna,SC,"Joanna, SC",34.4149,-81.8086
Joaquin,TX,"Joaquin, TX",31.9659,-94.0504
Jobos,PR,"Jobos, PR",17.9608,-66.1655
Jobstown,NJ,"Jobstown, NJ",40.0334,-74.6945
Joes,CO,"Joes, CO",39.6559,-102.6786
Joffre,PA,"Joffre, PA",40.3809,-80.3532
Johannesburg,CA,"Johannesburg, CA",35.3719,-117.6419
John Day,OR,"John Day, OR",44.4181,-118.9563
John Sevier,TN,"John Sevier, TN",36.038,-83.8257
Johns Creek,GA,"Johns Creek, GA",34.0333,-84.2027
Johnsburg,IL,"Johnsburg, IL",42.383,-88.2476
Johnson,AR,"Johnson, AR",36.1328,-94.1757
Johnson,OK,"Johnson, OK",35.4064,-96.8444
Johnson,NE,"Johnson, NE",40.4106,-95.9996
Johnson,MN,"Johnson, MN",45.5722,-96.2941
Johnson City,TN,"Johnson City, TN",36.3406,-82.3806
Johnson City,NY,"Johnson City, NY",42.123,-75.9624
Johnson City,TX,"Johnson City, TX",30.2743,-98.4065
Johnson City,KS,"Johnson City, KS",37.5703,-101.7447
Johnson City,OR,"Johnson City, OR",45.4046,-122.5794
Johnson Creek,WI,"Johnson Creek, WI",43.0812,-88.7702
Johnson Lane,NV,"Johnson Lane, NV",39.0489,-119.7245
Johnson Park,CA,"Johnson Park, CA",40.9212,-121.6295
Johnson Prairie,OK,"Johnson Prairie, OK",36.0791,-94.9759
Johnson Siding,SD,"Johnson Siding, SD",44.0846,-103.438
Johnson Village,CO,"Johnson Village, CO",38.812,-106.1071
Johnsonburg,PA,"Johnsonburg, PA",41.4913,-78.6791
Johnsonburg,NJ,"Johnsonburg, NJ",40.9623,-74.8765
Johnsonville,SC,"Johnsonville, SC",33.815,-79.4443
Johnsonville,IL,"Johnsonville, IL",38.5208,-88.5382
Johnston,IA,"Johnston, IA",41.691,-93.7234
Johnston,SC,"Johnston, SC",33.8328,-81.8051
Johnston City,IL,"Johnston City, IL",37.8214,-88.929
Johnstonville,CA,"Johnstonville, CA",40.3791,-120.584
Johnstown,PA,"Johnstown, PA",40.326,-78.9194
Johnstown,CO,"Johnstown, CO",40.3499,-104.9482
Johnstown,NY,"Johnstown, NY",43.0073,-74.3755
Johnstown,OH,"Johnstown, OH",40.15,-82.6881
Johnstown,WY,"Johnstown, WY",43.1118,-108.6955
Johnstown,NE,"Johnstown, NE",42.5721,-100.0563
Johnsville,CA,"Johnsville, CA",39.7663,-120.713
Joice,IA,"Joice, IA",43.3642,-93.4573
Joiner,AR,"Joiner, AR",35.5054,-90.1501
Joliet,IL,"Joliet, IL",41.5188,-88.1499
Joliet,MT,"Joliet, MT",45.4846,-108.9723
Jolivue,VA,"Jolivue, VA",38.1148,-79.0668
Jolley,IA,"Jolley, IA",42.4794,-94.7191
Jolly,TX,"Jolly, TX",33.8827,-98.3475
Jolmaville,WI,"Jolmaville, WI",46.433,-90.7498
Jones,OK,"Jones, OK",35.5662,-97.2901
Jones Creek,TX,"Jones Creek, TX",28.9752,-95.4714
Jones Mills,AR,"Jones Mills, AR",34.4427,-92.8923
Jones Valley,CA,"Jones Valley, CA",40.6999,-122.2405
Jonesboro,AR,"Jonesboro, AR",35.8212,-90.6791
Jonesboro,GA,"Jonesboro, GA",33.5211,-84.3548
Jonesboro,LA,"Jonesboro, LA",32.2348,-92.7098
Jonesboro,IL,"Jonesboro, IL",37.451,-89.2666
Jonesboro,IN,"Jonesboro, IN",40.4797,-85.6304
Jonesborough,TN,"Jonesborough, TN",36.2959,-82.4766
Jonesburg,MO,"Jonesburg, MO",38.8546,-91.3028
Jonesport,ME,"Jonesport, ME",44.5338,-67.6152
Jonestown,TX,"Jonestown, TX",30.4755,-97.9296
Jonestown,PA,"Jonestown, PA",40.413,-76.4806
Jonestown,MS,"Jonestown, MS",34.3222,-90.4541
Jonesville,MI,"Jonesville, MI",41.9785,-84.6656
Jonesville,NC,"Jonesville, NC",36.2336,-80.8351
Jonesville,LA,"Jonesville, LA",31.6238,-91.83
Jonesville,VA,"Jonesville, VA",36.687,-83.1153
Jonesville,SC,"Jonesville, SC",34.8348,-81.6811
Jonesville,IN,"Jonesville, IN",39.0599,-85.8878
Joplin,MO,"Joplin, MO",37.0757,-94.5018
Joplin,MT,"Joplin, MT",48.559,-110.773
Joppa,AL,"Joppa, AL",34.2982,-86.5506
Joppa,IL,"Joppa, IL",37.207,-88.8447
Joppatowne,MD,"Joppatowne, MD",39.4181,-76.3516
Jordan,MN,"Jordan, MN",44.6648,-93.6351
Jordan,NY,"Jordan, NY",43.0671,-76.473
Jordan,MT,"Jordan, MT",47.3211,-106.9098
Jordan Hill,LA,"Jordan Hill, LA",31.8591,-92.5156
Jordan Valley,OR,"Jordan Valley, OR",42.9793,-117.0574
Joseph,OR,"Joseph, OR",45.3525,-117.2304
Joseph,UT,"Joseph, UT",38.6249,-112.2198
Joseph City,AZ,"Joseph City, AZ",34.9614,-110.3274
Josephine,TX,"Josephine, TX",33.0617,-96.3187
Josephville,MO,"Josephville, MO",38.8293,-90.7869
Joshua,TX,"Joshua, TX",32.458,-97.3849
Joshua Tree,CA,"Joshua Tree, CA",34.1236,-116.3128
Joslin,IL,"Joslin, IL",41.554,-90.2237
Jourdanton,TX,"Jourdanton, TX",28.9141,-98.5409
Jovista,CA,"Jovista, CA",35.794,-119.1896
Joy,IL,"Joy, IL",41.1969,-90.8788
Joyce,LA,"Joyce, LA",31.9347,-92.585
Juana Diaz,PR,"Juana Diaz, PR",18.0532,-66.5044
Juarez,TX,"Juarez, TX",26.2009,-97.7296
Jud,ND,"Jud, ND",46.5258,-98.8976
Juda,WI,"Juda, WI",42.59,-89.5092
Judith Gap,MT,"Judith Gap, MT",46.6791,-109.7533
Judson,SC,"Judson, SC",34.8335,-82.4272
Judsonia,AR,"Judsonia, AR",35.277,-91.6411
Judyville,IN,"Judyville, IN",40.3584,-87.3969
Jugtown,MD,"Jugtown, MD",39.6143,-77.5943
Jugtown,PA,"Jugtown, PA",40.3363,-78.327
Julesburg,CO,"Julesburg, CO",40.9849,-102.2627
Juliaetta,ID,"Juliaetta, ID",46.574,-116.7096
Julian,CA,"Julian, CA",33.0735,-116.5889
Julian,PA,"Julian, PA",40.8616,-77.9426
Julian,NE,"Julian, NE",40.5198,-95.8674
Juliette,GA,"Juliette, GA",33.1109,-83.8094
Juliustown,NJ,"Juliustown, NJ",40.0121,-74.6715
Jump River,WI,"Jump River, WI",45.3555,-90.7965
Jumpertown,MS,"Jumpertown, MS",34.7079,-88.6619
Juncal,PR,"Juncal, PR",18.3125,-66.9219
Juncos,PR,"Juncos, PR",18.2256,-65.9161
Junction,TX,"Junction, TX",30.4906,-99.7726
Junction,UT,"Junction, UT",38.2358,-112.2238
Junction,IL,"Junction, IL",37.7234,-88.2381
Junction City,KS,"Junction City, KS",39.0277,-96.8508
Junction City,OR,"Junction City, OR",44.2068,-123.2102
Junction City,KY,"Junction City, KY",37.5853,-84.7903
Junction City,CA,"Junction City, CA",40.7341,-123.0618
Junction City,OH,"Junction City, OH",39.7217,-82.2998
Junction City,AR,"Junction City, AR",33.022,-92.7236
Junction City,LA,"Junction City, LA",33.0073,-92.7224
Junction City,IL,"Junction City, IL",38.5774,-89.1258
Junction City,GA,"Junction City, GA",32.6032,-84.4573
Junction City,WI,"Junction City, WI",44.593,-89.7679
Junction City,MO,"Junction City, MO",37.5733,-90.2907
June Lake,CA,"June Lake, CA",37.7778,-119.0953
June Park,FL,"June Park, FL",28.072,-80.6876
Juneau,AK,"Juneau, AK",58.4546,-134.1739
Juneau,WI,"Juneau, WI",43.4053,-88.7041
Juniata,NE,"Juniata, NE",40.5903,-98.5069
Juniata Gap,PA,"Juniata Gap, PA",40.5518,-78.4332
Juniata Terrace,PA,"Juniata Terrace, PA",40.5855,-77.5782
Junior,WV,"Junior, WV",38.9782,-79.9504
Juniper Canyon,OR,"Juniper Canyon, OR",44.2027,-120.755
Juno Beach,FL,"Juno Beach, FL",26.8754,-80.0589
Juno Ridge,FL,"Juno Ridge, FL",26.8491,-80.0632
Juntura,OR,"Juntura, OR",43.7487,-118.0789
Jupiter,FL,"Jupiter, FL",26.92,-80.1128
Jupiter Farms,FL,"Jupiter Farms, FL",26.9222,-80.2189
Jupiter Inlet Colony,FL,"Jupiter Inlet Colony, FL",26.948,-80.0755
Jupiter Island,FL,"Jupiter Island, FL",27.0451,-80.1101
Jurupa Valley,CA,"Jurupa Valley, CA",34.001,-117.4706
Justice,IL,"Justice, IL",41.7495,-87.8345
Justice,OK,"Justice, OK",36.2908,-95.5636
Justice,WV,"Justice, WV",37.5993,-81.8381
Justice Addition,WV,"Justice Addition, WV",37.8916,-81.9928
Justin,TX,"Justin, TX",33.0882,-97.3041
K. I. Sawyer,MI,"K. I. Sawyer, MI",46.3299,-87.3673
